"householdID","visits","avgrides_perperson","avgmerch_perperson","avggoldzone_perperson","avgfood_perperson","goldzone_playersclub","own_car","homestate","FB_Like","renew"
"3191",1,12,75.3,56,14.6,"0","1","CT","1",1
"3192",5,12.1,27.8,48.3,9.8,"1","1","CT","1",0
"3196",4,11.4,68.6,113.8,4.5,"0","1","CT","1",1
"3199",1,9.2,40.9,32.9,50.9,"0","1","CT","1",1
"6",2,11.3,64.7,8.6,23.5,"0","1","NJ","0",1
"7",2,11.8,47.5,8.3,16.9,"0","1","NJ","0",1
"10",2,11.9,12.9,61,43.6,"0","1","NJ","0",1
"17",2,11.9,50.4,32.8,32.2,"0","1","NJ","1",1
"21",6,12.6,55.7,115.9,10.7,"0","1","NJ","1",1
"22",4,7.5,74.9,128.9,75.5,"0","1","NJ","1",1
"23",6,11.7,1.2,84.1,0.1,"0","1","NJ","0",1
"26",3,10.7,16.6,17.5,5,"0","1","NJ","1",1
"30",1,9.3,2.2,53.1,5.8,"0","1","NJ","0",0
"41",6,11.1,26.4,132.8,16.1,"0","1","NJ","0",1
"48",3,12.6,38.7,26.8,68.3,"0","1","NJ","0",0
"49",4,12.2,54.9,75.2,40.8,"0","1","NJ","0",0
"54",1,11.4,29.8,152.9,43.1,"0","1","NJ","0",1
"56",1,8.9,12.3,145.8,15.2,"0","1","NJ","0",0
"83",4,10.8,35,156,13.1,"0","1","NJ","0",1
"98",5,12,14.4,48.6,34,"0","1","NJ","1",1
"122",2,10.2,51.7,25.7,11.5,"0","1","NJ","1",1
"123",7,9.1,62.1,8.9,26.9,"0","1","NJ","0",1
"126",1,9.4,27.2,134.9,46,"0","1","NJ","0",1
"131",1,8.8,69.8,28.5,18.4,"0","1","NJ","0",1
"142",2,13.4,86.9,11.1,11.2,"0","1","NJ","1",1
"143",4,9.5,47.3,140.3,41.8,"0","1","NJ","1",0
"144",4,10.4,81.6,12.2,19.8,"0","1","NJ","0",0
"145",1,11.2,36.3,134.8,16.2,"1","1","NJ","0",1
"150",4,9.8,9.5,46.3,62,"1","1","NJ","1",0
"157",5,9.2,19.9,17.6,45.4,"0","1","NJ","0",1
"164",2,11.1,29.1,164.3,26.3,"0","1","NJ","1",1
"168",3,11,49.1,136.5,26.8,"0","1","NJ","0",0
"170",4,12.2,23.8,12,30.3,"0","1","NJ","0",1
"175",2,7.7,24.4,128.3,43.7,"0","1","NJ","0",1
"176",6,11.3,12.9,41.1,53.7,"0","1","NJ","1",1
"178",2,12.4,28.9,55.6,35.2,"0","1","NJ","0",1
"180",5,12.9,4,6.7,39.1,"0","1","NJ","1",1
"190",1,6.6,15.6,67.5,44.2,"0","1","NJ","1",1
"192",1,7.8,35.7,44.6,25.4,"1","1","NJ","1",1
"198",1,11.8,36.2,56.3,7.8,"0","1","NJ","1",1
"205",6,9.1,14.2,55,29.5,"0","1","NJ","0",1
"206",3,12.1,14.3,127.2,11.6,"0","1","NJ","0",0
"209",5,10.3,22.5,17.2,48.7,"0","1","NJ","1",1
"211",4,8.1,31.5,99,18.1,"1","1","NJ","1",1
"218",2,11.9,29.2,88.3,8.6,"0","1","NJ","1",1
"236",3,10.9,19.6,2.8,16.6,"0","1","NJ","1",1
"237",4,10.3,57.1,47.2,11.8,"0","1","NJ","1",1
"239",4,9.1,24.5,3.6,23.6,"0","1","NJ","1",1
"244",4,12.1,87.8,16.2,23.6,"0","1","NJ","0",0
"246",3,9.8,53.7,80.8,29.5,"0","1","NJ","1",1
"254",4,9.1,86.3,55.5,14.1,"0","1","NJ","0",1
"272",4,10.7,45.9,116.1,2.2,"0","1","NJ","1",1
"274",3,10,82.3,92.4,75,"0","1","NJ","1",1
"278",6,8.7,3.5,101.2,22.7,"0","1","NJ","0",1
"289",3,8,30,68.8,23.1,"1","1","NJ","0",1
"292",2,8.7,70.2,15.9,36.4,"0","1","NJ","0",1
"305",5,9.8,82.6,101.1,34.3,"1","1","NJ","1",0
"306",6,7.1,48.1,161.6,26,"0","1","NJ","1",1
"309",7,10.6,50,41.4,35.2,"0","1","NJ","1",0
"317",7,2,27.6,104.6,28.3,"0","1","NJ","0",0
"320",3,1.8,39,17.2,16.7,"0","1","NJ","1",0
"322",6,10.2,39.2,13.2,74.7,"0","1","NJ","1",1
"330",2,11.9,39.1,49,25.3,"0","1","NJ","1",1
"331",9,11.5,14.8,162.8,10.6,"0","1","NJ","1",1
"333",6,11.9,75.1,168.5,18,"0","1","NJ","0",1
"352",5,8.8,7.5,88.8,9.9,"0","1","NJ","1",1
"357",4,12.7,23.8,100.9,49.8,"0","1","NJ","0",1
"360",2,10.7,45.4,70.3,61.2,"0","1","NJ","1",0
"364",7,10.5,80.1,45.9,5.3,"0","1","NJ","1",1
"365",7,11.1,19.9,43.1,34.1,"0","1","NJ","1",0
"366",2,11.7,18.5,108.8,13.2,"0","1","NJ","0",1
"374",6,8,17.3,45.2,36.5,"0","1","NJ","0",1
"386",6,1.9,39.6,67.7,34.2,"0","1","NJ","1",1
"394",3,11.9,14,12.7,11.1,"0","1","NJ","1",0
"396",2,8.5,18.6,85,8.8,"0","1","NJ","0",1
"398",6,6.4,49.7,164.2,24.4,"1","1","NJ","1",1
"402",2,8.8,34.3,41.1,54.3,"0","1","NJ","0",0
"433",4,5.6,70,57.4,67.1,"0","1","NJ","0",1
"434",1,1.9,1.8,61.3,14.1,"0","1","NJ","0",1
"436",2,7.9,6.3,41.2,33.2,"1","1","NJ","0",1
"441",8,10.2,30.6,36.3,0.9,"0","1","NJ","0",1
"445",5,12.2,17.9,126.8,19.7,"0","1","NJ","0",0
"463",7,13.1,30.8,40.2,9.9,"0","1","NJ","0",1
"480",5,9,18.5,156.4,24.8,"1","1","NJ","0",1
"481",3,8.9,15.2,60.2,23,"1","1","NJ","0",1
"488",7,9.6,36.3,78.3,70,"0","1","NJ","0",1
"492",1,1.8,10.9,55.1,2.2,"0","1","NJ","0",1
"499",4,12.5,29,103.9,74.9,"0","1","NJ","1",1
"502",2,8.5,19.8,167.4,18.9,"1","1","NJ","0",0
"505",7,11.1,15,89.2,36.5,"0","1","NJ","0",0
"509",3,8.4,50.7,33.3,8.4,"0","1","NJ","1",0
"513",1,8.5,54.6,108,18.1,"1","1","NJ","0",1
"514",4,8.7,6.5,110.7,67.9,"1","1","NJ","0",1
"520",4,6.6,71,109.9,57.2,"0","1","NJ","1",1
"529",6,10.2,87.5,47.3,20.9,"0","1","NJ","0",1
"530",4,7.2,32.3,130.2,20.2,"0","1","NJ","1",1
"531",9,12.3,17.5,11,74.6,"1","1","NJ","0",0
"540",5,3.4,40.4,107,12.6,"0","1","NJ","1",1
"542",5,11.3,19.9,52.2,19.3,"0","1","NJ","1",0
"544",2,11.9,19.2,14.9,19.3,"0","1","NJ","0",0
"553",4,10.9,40.1,2.9,22,"0","1","NJ","0",0
"561",4,11.1,13.4,30.4,9.5,"0","1","NJ","1",1
"564",4,9.5,56.7,140.5,48.2,"0","1","NJ","0",1
"567",1,6.3,70.4,56.9,38.4,"0","1","NJ","1",0
"570",5,9.7,8.7,86.2,17.1,"0","1","NJ","1",1
"571",2,9.1,82.7,56.9,14.2,"0","1","NJ","0",0
"572",9,10.5,57,101.7,66.8,"0","1","NJ","0",1
"573",6,12.6,24.7,149.3,37.1,"0","1","NJ","1",1
"583",2,12.7,20.3,91.3,74.8,"0","1","NJ","1",1
"584",5,12.7,30.8,85.8,16.8,"0","1","NJ","1",1
"585",2,11.3,9.8,58.8,24.1,"0","1","NJ","1",1
"587",4,10.5,49.3,56,20,"0","1","NJ","1",1
"588",1,10.8,15.8,151.2,10.9,"0","1","NJ","1",1
"590",7,8.4,80.5,40.8,72.2,"0","1","NJ","0",1
"608",1,8.8,12.2,67.4,67.4,"0","1","NJ","0",1
"609",4,9.2,23.1,25.1,22.7,"0","1","NJ","1",1
"611",8,11.4,5.5,28.4,22.9,"1","1","NJ","1",1
"615",1,9.5,16.6,126.1,20.7,"1","1","NJ","1",1
"616",4,13.2,88.4,45.6,35,"1","1","NJ","0",1
"618",7,8.8,13,0.6,38.5,"0","1","NJ","1",1
"619",4,8.6,38.5,32,30.6,"0","1","NJ","1",0
"633",1,12,15.3,22.1,37,"0","1","NJ","0",1
"643",6,9.9,16.6,72,27.3,"0","1","NJ","1",1
"653",4,6.7,52.2,49,24.9,"0","1","NJ","0",0
"670",6,8.6,44.5,55.6,12.7,"1","1","NJ","1",1
"674",8,9.6,6.6,58.9,19.6,"0","1","NJ","0",1
"679",2,9.7,0.9,19.5,38.3,"0","1","NJ","1",1
"691",7,10.5,16.5,58.7,32.7,"0","1","NJ","1",1
"694",5,10.7,25.2,59.3,53.1,"0","1","NJ","0",1
"698",5,6.3,20.2,167.4,12.3,"0","1","NJ","1",1
"708",2,11.3,44.2,46.7,2.1,"0","1","NJ","1",1
"717",1,10.7,21,61.4,27.9,"0","1","NJ","0",1
"719",3,7.6,4.8,160.3,62.7,"1","1","NJ","1",1
"720",2,2.3,71.5,142.1,4.3,"0","1","NJ","0",1
"724",3,10.2,38.2,38.4,69,"1","1","NJ","0",1
"729",3,13.1,27.3,47.5,53.1,"0","1","NJ","1",1
"736",2,8.9,77.2,126.6,6.9,"0","1","NJ","0",0
"742",5,13.3,86.9,66,8,"0","1","NJ","1",0
"754",7,11.8,34.8,158.9,12.7,"1","1","NJ","0",1
"759",5,6.6,15.7,89.1,17.4,"0","1","NJ","1",0
"762",6,12.6,29.6,38.9,31,"1","1","NJ","0",1
"765",7,2.9,0.2,61.6,18.2,"0","1","NJ","0",0
"772",9,8.6,34.8,55.6,39.3,"1","1","NJ","0",1
"775",8,10,56.8,87.7,75.9,"0","1","NJ","1",1
"778",7,12.9,44.2,113.7,21.4,"0","1","NJ","0",1
"783",9,2.7,2.6,153.4,30.9,"1","1","NJ","1",0
"784",1,2.9,12.4,128,29,"0","1","NJ","1",0
"788",1,11.1,4.4,75.6,9.2,"0","1","NJ","0",0
"790",6,11.3,20.2,60.2,12.1,"0","1","NJ","1",1
"792",3,8.8,56.6,27.4,14.5,"1","1","NJ","1",0
"793",1,12,58.3,168.8,21.9,"0","1","NJ","0",1
"797",8,9.8,18.6,123.1,55.1,"1","1","NJ","0",1
"798",5,11.7,11.6,144.1,2.4,"0","1","NJ","1",0
"804",5,2.7,38.3,52.7,29.2,"0","1","NJ","1",1
"811",1,10.7,37.1,85.1,22.2,"0","1","NJ","1",1
"814",5,8,55.8,134.2,18.3,"0","1","NJ","1",1
"822",2,11.7,41,59,18.4,"0","1","NJ","0",1
"823",1,12.5,23.8,68.9,16.6,"0","1","NJ","1",0
"824",5,9.9,31.7,22.7,47.7,"0","1","NJ","0",1
"839",1,7.3,21.5,60.6,13.3,"0","1","NJ","0",0
"843",5,11,65.6,101.7,18.4,"0","1","NJ","1",0
"852",2,13.2,25.9,26.7,43.3,"0","1","NJ","1",1
"853",7,10.6,63,29.4,13.1,"0","1","NJ","1",0
"860",5,13.4,63.4,24.4,63.5,"0","1","NJ","1",1
"865",3,11.5,73.4,166.3,4.6,"0","1","NJ","0",1
"874",5,8.4,14.3,133.8,54,"0","1","NJ","1",1
"878",2,7.2,14.7,79.8,20,"0","1","NJ","0",1
"891",7,0.3,32.9,87.4,49.5,"1","1","NJ","0",1
"894",1,8.5,2.6,134.1,0.1,"0","1","NJ","0",1
"895",3,9.2,21.6,92.4,15.8,"1","1","NJ","1",0
"898",3,9.1,32.4,129.7,15.2,"0","1","NJ","1",1
"901",2,9.9,1.5,172.7,44.3,"0","1","NJ","0",0
"912",3,9.4,77.4,83.1,23.7,"1","1","NJ","0",1
"915",3,8.3,21,80.9,20.1,"1","1","NJ","0",1
"917",3,8.9,23,104.6,71.3,"0","1","NJ","0",1
"919",4,9.6,26.6,148.1,46.9,"0","1","NJ","1",1
"920",3,3.1,63.3,165,37.4,"0","1","NJ","0",1
"921",5,10.5,29.4,76.8,8.9,"0","1","NJ","1",1
"923",6,12.8,25.6,145.7,6.8,"1","1","NJ","0",0
"925",5,9.5,19.1,124.5,38.7,"0","1","NJ","0",0
"927",3,12,79.7,107.4,29.3,"0","1","NJ","0",1
"929",3,11,2.4,21.4,23,"0","1","NJ","1",0
"940",3,12.2,41.1,79.3,11.7,"0","1","NJ","0",1
"941",7,12.1,26.6,152.1,10.3,"0","1","NJ","0",1
"942",3,7.9,10.9,43.8,28.1,"0","1","NJ","0",1
"944",4,4,32.7,58.5,27.4,"0","1","NJ","0",1
"961",6,9.3,48.2,28.7,17.9,"0","1","NJ","1",1
"968",3,11,13.4,64.1,51.2,"0","1","NJ","1",0
"969",5,11.2,5.9,63.4,59.6,"0","1","NJ","0",1
"972",1,4.3,85.2,139.6,54.2,"1","1","NJ","1",1
"976",6,11.9,73.3,119.2,5,"0","1","NJ","0",0
"982",2,8.6,13.7,165.6,26.2,"0","1","NJ","1",1
"988",1,2.2,9.2,122.8,50.4,"0","1","NJ","0",1
"993",2,10.3,53.4,54.4,62.4,"0","1","NJ","0",1
"994",7,10.6,24.4,146.7,22.4,"0","1","NJ","0",1
"997",1,9.3,85.2,120.9,29.8,"0","1","NJ","0",1
"999",4,8.8,26.6,13.9,14.6,"0","1","NJ","1",1
"1000",6,10.4,18.3,26.4,38.9,"1","1","NJ","0",1
"1002",7,9.1,16.8,4,4.5,"1","1","NJ","1",0
"1008",2,9.7,15.3,125.7,30,"0","1","NJ","1",1
"1015",3,7.8,7,57.3,32.2,"0","1","NJ","0",0
"1016",4,9.2,21.6,77.9,24,"0","1","NJ","1",0
"1021",4,12.7,73.5,75.8,57.7,"0","1","NJ","1",1
"1027",3,10.9,31.7,159.6,9.2,"0","1","NJ","1",1
"1028",2,2.1,27.6,138.7,20.2,"0","1","NJ","1",1
"1035",3,10,38.1,17.9,25.7,"0","1","NJ","0",1
"1038",3,12.2,33.8,55.4,24.1,"0","1","NJ","1",1
"1042",7,11.1,46.3,157.4,20.2,"0","1","NJ","0",1
"1048",11,13,44.1,70.9,26.9,"0","1","NJ","0",1
"1055",10,8.6,23.2,77.5,44.3,"1","1","NJ","1",1
"1057",2,11.2,37.8,110,2.4,"0","1","NJ","0",1
"1059",4,8.5,52.5,161.1,12.8,"0","1","NJ","0",1
"1061",4,9.1,22.6,79.3,48,"0","1","NJ","0",1
"1064",1,12.5,87.6,157.6,28.3,"0","1","NJ","0",1
"1065",7,9.2,86.8,66.5,44.1,"0","1","NJ","0",0
"1066",3,6.8,50,45,42.4,"0","1","NJ","0",1
"1068",2,11.3,5,127.1,26.9,"0","1","NJ","1",1
"1069",5,10.8,14.8,69.1,28.6,"0","1","NJ","1",1
"1073",4,8.3,28.1,171.8,29.7,"1","1","NJ","1",1
"1074",3,9.1,35.3,100.8,51.7,"1","1","NJ","0",0
"1076",4,11.9,86,72.4,52.1,"0","1","NJ","0",1
"1078",3,2.4,22.1,68.4,45.7,"0","1","NJ","1",1
"1088",1,13.3,10.2,125.6,19.6,"0","1","NJ","1",0
"1089",2,2.1,24.2,26.1,20.9,"0","1","NJ","1",0
"1091",4,11.5,41,135.2,4.3,"1","1","NJ","1",1
"1093",3,10.5,73.9,119.6,39.7,"0","1","NJ","1",0
"1099",5,2.5,33.3,60.9,43.7,"0","1","NJ","0",1
"1103",7,11.5,39.5,88.2,29.4,"0","1","NJ","0",0
"1107",2,9.5,56.1,50.4,35.1,"0","1","NJ","0",1
"1114",4,12.2,6.8,63.5,14.9,"0","1","NJ","1",1
"1116",2,9.2,17.9,142,16,"0","1","NJ","0",1
"1122",3,9.4,76.3,21.4,69.5,"0","1","NJ","1",1
"1123",7,11.5,86.8,46.9,66.8,"0","1","NJ","1",1
"1126",5,10.2,11.9,147.9,10.6,"0","1","NJ","0",1
"1132",5,11.6,34,75.4,38.5,"0","1","NJ","1",1
"1137",6,2.1,64.4,95.2,33.7,"0","1","NJ","0",1
"1138",8,8.4,35.3,78.9,3.9,"0","1","NJ","0",1
"1139",3,9.6,9.6,72.1,69.5,"0","1","NJ","1",0
"1145",2,11.9,38.2,79.2,9.4,"0","1","NJ","0",1
"1148",2,12.3,53.8,169.6,23.9,"0","1","NJ","1",0
"1150",7,9.3,22.6,86.4,30.1,"0","1","NJ","0",1
"1155",1,8.1,19.2,9.6,42.2,"0","1","NJ","0",0
"1160",6,11.2,28.4,118.3,63.6,"0","1","NJ","1",1
"1162",2,9.6,7.3,94.1,31.6,"1","1","NJ","0",1
"1171",3,9.6,72.7,100.8,70.5,"0","1","NJ","1",1
"1176",2,9.7,41.4,166.2,1.5,"0","1","NJ","1",0
"1177",3,10.3,10.6,99.5,19.1,"0","1","NJ","0",0
"1181",1,13.1,14.3,50.4,32.6,"1","1","NJ","1",1
"1184",2,10.6,43.8,45.7,30.7,"1","1","NJ","1",0
"1187",1,11.1,43.4,115.5,18.4,"0","1","NJ","0",1
"1190",7,9.6,24.7,153.3,22.5,"0","1","NJ","0",1
"1193",6,9.8,49,170.3,40.6,"0","1","NJ","0",1
"1194",1,12.9,26.3,73.8,36.7,"0","1","NJ","1",0
"1196",5,10.2,85.4,121.2,25.8,"0","1","NJ","0",1
"1209",6,9.1,87.8,108.1,26.9,"0","1","NJ","1",1
"1210",2,12.8,17.3,44.7,76.2,"0","1","NJ","1",1
"1212",4,8.1,20.3,115.6,13.7,"0","1","NJ","0",1
"1218",1,11.3,53.2,148.5,35.5,"0","1","NJ","1",1
"1221",5,12.2,52,47,27.5,"1","1","NJ","1",1
"1222",8,11.6,85.9,81.3,2.1,"0","1","NJ","0",1
"1268",6,11,28.8,44,40.6,"0","1","NJ","1",1
"1269",4,9.4,25.9,108.9,29.2,"0","1","NJ","1",1
"1278",2,12.5,41.8,135.8,24.2,"0","1","NJ","1",1
"1294",3,7.9,75.2,80.3,43.4,"0","1","NJ","0",1
"1310",3,11.9,86.9,48.8,72.6,"1","1","NJ","1",1
"1313",2,11.3,64,84.8,33.1,"0","1","NJ","1",1
"1326",2,2.6,21.5,145.2,43.7,"0","1","NJ","0",1
"1327",2,9.5,41.2,154.5,10.3,"0","1","NJ","0",0
"1341",3,8.4,44.4,101.9,20.7,"0","1","NJ","1",0
"1345",2,13.2,8.9,152.9,48.8,"0","1","NJ","0",1
"1349",3,10.4,41.2,50,25.7,"0","1","NJ","0",0
"1351",4,8.9,76.6,172.7,12.9,"1","1","NJ","0",1
"1354",9,12.5,29.6,50.6,23.5,"0","1","NJ","1",0
"1357",3,8.8,88.2,95.9,9.2,"0","1","NJ","0",1
"1365",7,12,5.1,31.7,29,"0","1","NJ","0",1
"1376",10,8.7,44,56.8,45.5,"0","1","NJ","1",1
"1382",1,12.2,43.7,72.6,34.7,"1","1","NJ","0",1
"1386",2,2.5,54.9,61.6,20.1,"0","1","NJ","1",0
"1398",1,13.2,11,162.2,24,"0","1","NJ","0",0
"1413",2,11.1,2.5,39.6,17.2,"0","1","NJ","0",0
"1414",5,11.8,2.1,39.5,11.4,"0","1","NJ","0",1
"1415",5,7.9,60.6,58.4,30.4,"1","1","NJ","1",1
"1428",4,13,37,24,2.3,"1","1","NJ","1",0
"1430",4,9.8,60.4,92,18.1,"0","1","NJ","1",1
"1447",1,11,26.3,92.8,39,"0","1","NJ","1",1
"1451",2,0.6,32.7,108.9,28.3,"0","1","NJ","1",1
"1455",8,13.1,53.7,99.2,10.9,"0","1","NJ","1",1
"1460",4,11.2,9.2,38.6,2,"0","1","NJ","1",1
"1462",3,11.8,15.5,62.3,31.8,"1","1","NJ","0",1
"1470",2,12.2,14.2,41.8,42.4,"1","1","NJ","0",0
"1472",3,9.4,40.8,86,27.1,"0","1","NJ","1",0
"1473",3,11.5,74.9,15.8,35.7,"0","1","NJ","0",1
"1476",2,12.9,52.6,12,33,"1","1","NJ","1",1
"1479",3,13.3,46,162.3,51.8,"0","1","NJ","1",1
"1483",3,13.4,14.6,26.8,68,"0","1","NJ","0",1
"1487",9,9.6,37,86,5.3,"0","1","NJ","1",1
"1492",7,8.3,26.1,99.2,64.8,"0","1","NJ","0",1
"1495",9,9.7,46.5,69.6,5.4,"1","1","NJ","0",1
"1500",7,11.5,27.7,135.2,35.8,"0","1","NJ","0",1
"1502",4,9.3,37.7,117.7,0.7,"0","1","NJ","0",1
"1503",1,10.3,29.4,32.2,6.6,"0","1","NJ","0",1
"1505",3,12.8,48.2,157,24.9,"0","1","NJ","1",1
"1527",3,12.3,21.3,97.7,11.5,"0","1","NJ","1",1
"1531",3,9,56.9,126.2,8.2,"0","1","NJ","0",1
"1533",2,10.8,51.4,123.3,13,"1","1","NJ","1",1
"1535",4,11.1,22.9,60.3,14.4,"0","1","NJ","0",1
"1538",2,12.9,34.7,106.7,75.3,"0","1","NJ","0",0
"1541",1,12.4,6.1,104,13,"0","1","NJ","1",1
"1548",1,9,87.1,117.2,22,"0","1","NJ","0",1
"1552",1,9.1,54.1,31.6,24.9,"0","1","NJ","0",0
"1556",7,6.2,28.7,18.3,25.9,"0","1","NJ","1",1
"1558",8,10.9,20.3,54.1,27.5,"1","1","NJ","0",1
"1560",6,8.4,22,35.4,11.9,"0","1","NJ","1",1
"1562",1,11.6,31.9,56.3,36,"0","1","NJ","0",1
"1563",5,8.1,50.5,49.1,11.8,"0","1","NJ","0",1
"1569",3,12.6,87.5,16.8,27.4,"0","1","NJ","0",1
"1577",1,8.7,20.1,94.5,25,"0","1","NJ","0",1
"1578",1,6.8,10.8,31.3,5.8,"0","1","NJ","0",0
"1582",6,12,23,126.5,41.6,"0","1","NJ","0",0
"1584",3,8.4,83.2,73.6,66.2,"1","1","NJ","1",1
"1587",2,11.2,26.8,85.7,29.6,"0","1","NJ","1",1
"1591",3,8.4,3.8,30.7,74.5,"0","1","NJ","0",1
"1601",3,9.4,30.5,80.9,75.7,"0","1","NJ","0",0
"1609",3,9.9,1,39,34.7,"1","1","NJ","0",1
"1616",7,8.9,45.8,75.4,4.6,"0","1","NJ","0",1
"1618",4,12.9,37.4,89.1,38.1,"0","1","NJ","0",0
"1620",6,7.9,47.9,122.2,18.3,"0","1","NJ","1",0
"1637",1,9.6,39.5,60,33.2,"1","1","NJ","1",1
"1646",2,12.1,65.4,53.5,8.1,"1","1","NJ","1",1
"1648",2,12.1,39.2,59.7,19.1,"0","1","NJ","0",1
"1650",3,9.8,25.4,104.4,75.1,"0","1","NJ","0",1
"1652",4,7.7,25.7,25,4.4,"0","1","NJ","1",1
"1653",6,11,30.2,53.5,45.5,"0","1","NJ","1",1
"1656",6,8.2,29.4,117,22.4,"0","1","NJ","0",1
"1658",3,8.9,87.9,72.5,42.2,"0","1","NJ","1",1
"1662",2,6.4,45.6,172.8,12,"0","1","NJ","0",1
"1663",5,2.1,24.8,171.2,22.1,"1","1","NJ","1",1
"1673",4,3.3,7.8,89.1,25.3,"0","1","NJ","1",1
"1675",4,12.6,19.3,73.5,59.7,"0","1","NJ","0",1
"1676",4,12.5,27.4,71.6,20.7,"1","1","NJ","0",1
"1677",5,6.3,85,154,12.3,"1","1","NJ","0",1
"1680",7,13.1,88.6,24.1,76.3,"0","1","NJ","1",1
"1691",3,7.6,21,153.6,74.2,"1","1","NJ","0",1
"1702",5,8.5,12.3,143.2,17.8,"0","1","NJ","1",1
"1705",1,1.9,44.1,21.6,12.8,"0","1","NJ","0",0
"1706",6,12.9,19.6,13.4,7.1,"0","1","NJ","0",0
"1712",5,8,23.5,117.4,5.4,"0","1","NJ","1",0
"1713",2,9.6,80.7,43,18.7,"0","1","NJ","1",1
"1719",9,8.2,9.4,164.6,18.3,"1","1","NJ","1",1
"1720",5,10.7,9.5,103.8,70.1,"0","1","NJ","1",1
"1725",7,13.1,33.7,57.5,32.2,"0","1","NJ","1",0
"1726",5,6.5,45.5,48,5.5,"0","1","NJ","1",1
"1733",7,13.4,0.2,53.1,21.6,"0","1","NJ","0",1
"1738",8,10.6,87,14.8,0.4,"0","1","NJ","1",1
"1748",4,8.1,53.9,85.3,20.3,"0","1","NJ","1",1
"1750",4,12.6,5.4,140.1,11.7,"0","1","NJ","0",1
"1754",3,12.4,12.9,60.5,23.6,"0","1","NJ","0",0
"1760",3,6.9,40.9,4.6,8.4,"0","1","NJ","0",1
"1772",2,11.2,52.3,103.7,47.1,"1","1","NJ","1",1
"1785",4,11,30.4,171.3,5.8,"0","1","NJ","1",1
"1806",3,10.6,7.5,33.2,75.6,"1","1","NJ","1",0
"1809",1,10.2,31.7,62.2,30.5,"0","1","NJ","0",0
"1814",2,8.8,19.3,156.6,32.4,"0","1","NJ","1",1
"1815",2,7.5,51.8,10.1,65.8,"0","1","NJ","0",0
"1816",5,8.6,55.9,31.5,13.8,"0","1","NJ","1",1
"1822",6,11.2,88.3,14.5,65.1,"1","1","NJ","0",0
"1826",8,12.8,86.7,113.8,15.3,"0","1","NJ","0",1
"1832",1,4.1,40.8,28.1,19.5,"0","1","NJ","1",1
"1835",1,11.5,21.8,28.8,17.8,"0","1","NJ","0",0
"1853",6,7.9,22.2,84,35.2,"0","1","NJ","0",1
"1855",4,1.9,44.6,67.9,24.6,"0","1","NJ","1",1
"1857",9,12.4,28.2,164.7,34.4,"1","1","NJ","1",1
"1858",2,11.8,60.7,63.3,44.4,"1","1","NJ","0",1
"1886",1,8.5,6.1,55.2,31.1,"0","1","NJ","0",1
"1887",4,0.8,27.2,30.9,70.9,"0","1","NJ","1",1
"1888",5,9.7,81.1,61.5,37.5,"0","1","NJ","0",0
"1892",2,9.8,7.3,172.3,73.4,"1","1","NJ","0",1
"1893",3,7.2,19,100.1,12.2,"0","1","NJ","0",1
"1895",2,11.3,67.8,25.4,19.5,"0","1","NJ","1",0
"1897",4,11.8,0.3,90.1,75,"0","1","NJ","0",1
"1905",10,10.6,23.5,69.6,22.8,"0","1","NJ","1",0
"1909",2,10.9,82.3,18,11.8,"0","1","NJ","1",1
"1921",5,2.7,18.6,41.8,54.5,"0","1","NJ","1",1
"1924",1,12,79.3,28.6,76.3,"0","1","NJ","1",1
"1927",4,2.2,2.6,120.7,15,"0","1","NJ","0",0
"1934",3,9.1,22,96.7,17.4,"0","1","NJ","1",1
"1936",3,11.3,7,16.4,7.6,"0","1","NJ","0",1
"1939",1,6.1,3.8,16.2,37.6,"0","1","NJ","1",0
"1942",4,12.3,75.9,103.8,67.7,"0","1","NJ","1",0
"1944",5,12.8,14.7,34.3,44.2,"1","1","NJ","0",0
"1946",3,12.6,40.4,30.5,67.6,"0","1","NJ","0",0
"1948",2,10.6,20.6,166.8,28.7,"1","1","NJ","1",1
"1951",1,12.3,12.3,115.6,57,"0","1","NJ","1",1
"1955",2,11.9,4.8,73,13.3,"0","1","NJ","0",1
"1958",9,12.5,25.9,116.6,29.9,"0","1","NJ","1",0
"1988",6,11.5,30.3,9.6,38.4,"0","1","NJ","0",0
"1991",2,7.8,0.1,83.3,68.2,"0","1","NJ","1",1
"1995",4,9.2,36,36.3,17.2,"0","1","NJ","0",1
"2003",3,10.4,20.6,123.5,4.8,"0","1","NJ","0",1
"2005",3,7.7,33.1,44,16.3,"0","1","NJ","1",1
"2008",1,12.8,63.6,149.9,15.6,"0","1","NJ","0",1
"2009",10,1.8,29.3,145.2,23.8,"0","1","NJ","0",1
"2010",3,13.1,25.3,81,13.4,"0","1","NJ","0",1
"2027",9,8.9,26.5,163.4,75,"0","1","NJ","0",0
"2034",4,2.4,2.7,101.8,47.1,"1","1","NJ","1",1
"2035",3,12.6,38.3,30.5,17.4,"0","1","NJ","1",1
"2037",6,11,78.8,167.4,73.8,"0","1","NJ","1",0
"2038",2,10,32.3,10.6,7.8,"0","1","NJ","1",1
"2048",1,12.5,77.2,139.1,6.7,"0","1","NJ","0",1
"2061",6,11.7,30.8,30.9,35.7,"0","1","NJ","1",0
"2064",6,9.3,24.7,169.7,71.6,"0","1","NJ","0",1
"2068",3,8.4,36.7,1.3,4.9,"0","1","NJ","0",1
